date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:07:16	19887/19887	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2007%20Feb%202019%2001:14:44%20GMT	https://swalapatra.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/lib/magnific.min.js?ver=1.1.0	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/lib/magnific.minf488.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:16	9914/9914	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2002%20May%202019%2023:21:46%20GMT	https://swalapatra.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/lib/vegas/vegas.min.js?ver=2.4.0	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/lib/vegas/vegas.min8d5a.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:17	140569/140569	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2025%20Aug%202022%2007:40:54%20GMT	https://swalapatra.com/wp-content/plugins/weddingpress/assets/js/wdp-swiper.min.js	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/weddingpress/assets/js/wdp-swiper.min.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:17	14106/14106	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2025%20Aug%202022%2007:40:54%20GMT	https://swalapatra.com/wp-content/plugins/weddingpress/assets/js/qr-code.js	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/weddingpress/assets/js/qr-code.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:17	1325/1325	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2025%20Aug%202022%2007:40:54%20GMT	https://swalapatra.com/wp-content/plugins/weddingpress/assets/js/wdp-horizontal.js	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/weddingpress/assets/js/wdp-horizontal.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:17	2931/2931	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2025%20Aug%202022%2007:40:54%20GMT	https://swalapatra.com/wp-content/plugins/weddingpress/assets/js/exad-scripts.min.js?ver=3.0.11	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/weddingpress/assets/js/exad-scripts.min9b4a.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:17	27509/27509	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2025%20Aug%202022%2007:40:53%20GMT	https://swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit//js/wdp_script.js?ver=2.7.6	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit/js/wdp_scriptd537.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:18	13120/13120	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2025%20Aug%202022%2007:40:53%20GMT	https://swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit//js/libs/jquery.jPages.min.js?ver=0.7	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit/js/libs/jquery.jPages.minac14.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:18	5021/5021	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2025%20Aug%202022%2007:40:53%20GMT	https://swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit//js/libs/jquery.textareaCounter.js?ver=2.0	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit/js/libs/jquery.textareaCounterd5f7.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:18	2162/2162	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2025%20Aug%202022%2007:40:53%20GMT	https://swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit//js/libs/jquery.placeholder.min.js?ver=2.0.7	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit/js/libs/jquery.placeholder.min5d0a.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:18	3188/3188	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2025%20Aug%202022%2007:40:53%20GMT	https://swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit//js/libs/autosize.min.js?ver=1.14	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit/js/libs/autosize.mind50e.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:19	4957/4957	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2013%20Nov%202022%2006:59:50%20GMT	https://swalapatra.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.8.1	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min7e2e.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:19	32947/32947	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2013%20Nov%202022%2006:59:50%20GMT	https://swalapatra.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.8.1	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/elementor/assets/js/frontend-modules.min7e2e.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:19	12198/12198	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2011%20Jan%202017%2009:35:32%20GMT	https://swalapatra.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:19	21440/21440	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2012:35:05%20GMT	https://swalapatra.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-includes/js/jquery/ui/core.min3f14.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:20	40513/40513	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2013%20Nov%202022%2006:59:50%20GMT	https://swalapatra.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.8.1	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/elementor/assets/js/frontend.min7e2e.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:20	6243/6243	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2025%20Aug%202022%2007:40:54%20GMT	https://swalapatra.com/wp-content/plugins/weddingpress/assets/js/wdp.min.js?ver=3.0.11	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/weddingpress/assets/js/wdp.min9b4a.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:20	85878/85878	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2025%20Aug%202022%2007:40:54%20GMT	https://swalapatra.com/wp-content/plugins/weddingpress/assets/js/guest-form.js?ver=3.0.11	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/weddingpress/assets/js/guest-form9b4a.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:21	150/150	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2007%20Feb%202019%2001:14:44%20GMT	https://swalapatra.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/css/arrow-left.svg	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/css/arrow-left.svg	(from https://swalapatra.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/css/eae.min.css?ver=1.11.16)
14:07:21	152/152	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2007%20Feb%202019%2001:14:44%20GMT	https://swalapatra.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/css/arrow-right.svg	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/css/arrow-right.svg	(from https://swalapatra.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/css/eae.min.css?ver=1.11.16)
14:07:21	15168/15168	---M--	200	added ('OK')	font/woff2	date:Tue,%2001%20Mar%202022%2005:16:58%20GMT	https://swalapatra.com/wp-content/uploads/useanyfont/732wedding2.woff2	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/useanyfont/732wedding2.woff2	(from https://swalapatra.com/wp-content/uploads/useanyfont/uaf.css?ver=1667575413)
14:07:22	56236/56236	---M--	200	added ('OK')	font/woff	date:Tue,%2001%20Mar%202022%2005:16:59%20GMT	https://swalapatra.com/wp-content/uploads/useanyfont/732wedding2.woff	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/useanyfont/732wedding2.woff	(from https://swalapatra.com/wp-content/uploads/useanyfont/uaf.css?ver=1667575413)
14:07:22	8352/8352	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2025%20Aug%202022%2007:40:53%20GMT	https://swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit//css/fonts/wdpfont.eot?i08r8g	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit/css/fonts/wdpfont7137.eot	(from https://swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit//css/wdp_style.css?ver=2.7.6)
14:07:22	8184/8184	---M--	200	added ('OK')	font/ttf	date:Thu,%2025%20Aug%202022%2007:40:53%20GMT	https://swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit//css/fonts/wdpfont.ttf?i08r8g	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit/css/fonts/wdpfont7137.ttf	(from https://swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit//css/wdp_style.css?ver=2.7.6)
14:07:22	8260/8260	---M--	200	added ('OK')	font/woff	date:Thu,%2025%20Aug%202022%2007:40:53%20GMT	https://swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit//css/fonts/wdpfont.woff?i08r8g	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit/css/fonts/wdpfont7137.woff	(from https://swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit//css/wdp_style.css?ver=2.7.6)
14:07:23	28388/28388	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2025%20Aug%202022%2007:40:53%20GMT	https://swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit//css/fonts/wdpfont.svg?i08r8g	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit/css/fonts/wdpfont7137.svg	(from https://swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit//css/wdp_style.css?ver=2.7.6)
14:07:23	363/363	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Aug%202022%2007:40:53%20GMT	https://swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit//css/images/modal_x.png	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit/css/images/modal_x.png	(from https://swalapatra.com/wp-content/plugins/weddingpress/addons/comment-kit//css/wdp_style.css?ver=2.7.6)
